user_id,product_id,view_timestamp,purchase_timestamp
1609,2446,2023-11-01 00:52:31,
1945,2804,2023-11-29 04:37:29,
1266,2095,2024-02-18 22:16:08,
1897,2071,2024-05-28 08:16:15,
1533,2092,2024-05-17 14:32:33,
1824,2238,2024-01-04 02:19:39,
1916,2486,2023-12-06 12:17:17,2023-12-06 14:57:17
1517,2632,2024-07-28 00:56:00,
1943,2710,2024-07-30 22:19:02,
1019,2384,2024-02-06 03:28:24,
1237,2387,2024-04-23 20:09:44,
1227,2745,2023-10-08 03:39:09,
1153,2639,2023-12-25 09:00:37,
1055,2980,2024-04-09 07:41:30,
1109,2866,2024-05-06 01:29:10,
1951,2368,2024-04-15 22:29:41,
1371,2373,2024-03-24 11:24:03,
1599,2201,2023-08-29 00:48:51,2023-08-29 23:18:51
1275,2211,2024-02-23 02:59:09,
1118,2703,2024-01-07 00:53:33,
1315,2788,2023-09-03 17:05:02,
1283,2943,2024-04-17 09:52:30,
1574,2612,2024-01-22 10:47:21,
1837,2423,2023-10-16 05:11:06,
1758,2763,2024-07-26 21:38:26,2024-07-27 04:46:26
1429,2388,2024-02-07 15:42:48,
1709,2670,2024-03-21 00:51:06,
1728,2285,2024-08-13 11:26:32,2024-08-13 16:37:32
1664,2014,2024-07-27 18:23:19,2024-07-28 12:28:19
1723,2780,2024-04-12 15:09:45,2024-04-13 04:31:45
1344,2715,2024-03-22 22:03:50,2024-03-23 01:36:50
1641,2335,2024-06-12 22:16:44,2024-06-13 19:49:44
1271,2924,2023-11-06 06:10:15,
1419,2726,2024-04-17 16:54:20,
1365,2076,2024-02-26 06:32:54,
1725,2433,2023-10-08 01:45:56,
1522,2047,2024-05-02 02:46:08,2024-05-02 21:30:08
1958,2103,2024-05-21 15:45:55,
1146,2880,2024-03-15 04:57:57,
1027,2732,2024-08-12 15:46:45,
1679,2945,2024-06-17 19:57:16,
1428,2584,2024-05-25 14:12:54,
1766,2162,2024-05-10 11:27:18,
1402,2508,2023-08-29 07:27:26,
1511,2393,2023-09-22 17:58:37,
1494,2200,2024-04-29 14:59:36,
1547,2594,2024-03-22 15:59:20,2024-03-22 18:41:20
1004,2167,2024-08-04 23:12:58,
1409,2412,2023-10-10 10:50:10,
1235,2718,2024-08-01 18:13:41,
1279,2816,2023-12-03 00:15:28,
1678,2311,2024-01-20 16:50:41,2024-01-20 18:22:41
1217,2001,2024-03-22 13:43:04,
1351,2140,2024-06-16 06:14:24,
1620,2178,2023-09-20 20:45:23,2023-09-21 03:09:23
1908,2871,2023-12-30 02:03:00,
1586,2463,2023-11-30 11:16:58,
1122,2017,2024-02-28 17:21:47,2024-02-28 22:43:47
1809,2479,2024-06-02 13:22:20,
1503,2999,2024-03-09 21:54:43,
1710,2498,2024-07-04 23:27:11,
1314,2179,2024-06-17 14:12:44,2024-06-17 23:32:44
1783,2078,2023-10-18 02:26:46,
1357,2416,2024-06-14 17:36:48,2024-06-14 21:14:48
1854,2074,2024-07-22 12:16:34,2024-07-22 20:49:34
1332,2093,2024-02-20 10:09:43,
1519,2269,2023-09-30 11:26:43,
1004,2138,2023-09-07 15:48:52,2023-09-08 09:48:52
1646,2723,2023-10-16 17:41:45,
1970,2905,2024-04-07 20:01:03,2024-04-08 08:08:03
1277,2536,2024-06-01 12:04:16,
1152,2955,2023-10-18 09:22:58,
1324,2869,2023-12-14 18:44:19,2023-12-14 23:58:19
1803,2479,2024-07-27 18:28:00,2024-07-28 02:25:00
1296,2461,2024-05-22 17:46:30,
1846,2141,2024-05-31 05:22:21,
1785,2420,2023-12-31 15:42:51,
1355,2849,2024-03-16 08:00:59,
1761,2589,2023-09-08 13:23:30,
1820,2348,2024-01-16 08:21:31,
1474,2534,2023-11-08 16:55:18,
1439,2835,2024-03-27 21:08:45,2024-03-28 04:34:45
1396,2728,2024-03-31 06:04:01,
1615,2551,2024-07-13 04:46:45,2024-07-13 16:23:45
1493,2268,2024-01-28 13:18:51,
1970,2353,2024-08-12 06:17:36,
1886,2336,2024-02-24 01:35:52,
1547,2259,2023-12-11 11:39:54,2023-12-11 23:53:54
1523,2894,2024-01-07 14:29:27,
1184,2906,2023-10-18 20:24:00,
1162,2579,2024-04-02 03:57:29,2024-04-03 01:02:29
1839,2066,2024-07-27 22:18:16,
1447,2416,2024-07-26 09:28:35,
1738,2946,2024-05-16 01:00:41,
1396,2711,2023-10-17 07:46:59,2023-10-17 14:25:59
1326,2893,2023-10-26 18:29:00,
1750,2070,2023-12-06 05:03:21,
1214,2852,2024-04-19 19:30:48,2024-04-20 01:43:48
1861,2584,2024-05-16 10:28:02,
1052,2289,2023-12-06 12:27:45,
1239,2133,2023-12-05 19:49:18,2023-12-06 15:43:18
1374,2373,2024-08-18 21:23:28,
1755,2479,2023-09-20 20:33:48,2023-09-21 07:59:48
1635,2688,2023-10-21 11:22:57,
1087,2225,2024-07-13 01:56:45,2024-07-14 01:02:45
1163,2610,2024-01-25 15:26:52,
1350,2909,2024-01-14 23:34:28,
1827,2837,2024-02-23 21:47:27,
1181,2743,2024-06-05 22:34:28,
1792,2189,2023-11-11 16:54:45,2023-11-12 15:16:45
1493,2923,2023-11-21 22:35:34,2023-11-22 08:04:34
1187,2550,2024-05-14 07:38:43,
1988,2738,2024-01-07 22:40:00,
1224,2154,2023-12-25 12:47:38,
1147,2905,2024-03-17 23:08:09,
1182,2637,2023-11-02 13:39:06,2023-11-03 07:26:06
1772,2894,2024-04-11 02:30:11,2024-04-11 03:38:11
1029,2372,2024-04-07 22:05:31,
1870,2442,2023-10-15 12:46:15,2023-10-16 05:23:15
1021,2551,2023-12-13 11:32:39,
1046,2066,2023-09-21 17:17:52,2023-09-22 12:16:52
1338,2123,2023-11-29 01:24:31,
1611,2291,2024-01-04 09:30:42,
1615,2897,2023-11-20 19:10:50,
1486,2596,2024-02-19 15:17:25,2024-02-20 09:16:25
1898,2210,2024-06-28 10:30:50,2024-06-29 02:34:50
1970,2581,2023-10-01 05:43:14,
1930,2188,2023-11-22 21:23:52,
1415,2010,2023-09-11 03:16:06,2023-09-11 14:36:06
1502,2085,2024-07-17 09:19:21,2024-07-17 23:21:21
1689,2387,2023-12-26 04:05:24,
1218,2701,2024-03-05 20:48:04,
1346,2230,2024-07-18 04:47:42,
1026,2584,2024-04-25 04:08:02,
1271,2123,2024-07-09 10:30:45,2024-07-09 14:53:45
1948,2047,2023-09-06 18:06:16,
1888,2208,2024-02-09 23:39:46,
1149,2834,2024-07-18 22:00:25,
1678,2090,2024-07-24 16:52:24,2024-07-24 22:54:24
1174,2217,2024-01-26 11:25:15,
1776,2609,2023-11-12 02:05:04,
1832,2486,2023-08-24 19:00:53,2023-08-25 01:15:53
1959,2853,2024-08-09 03:17:00,
1788,2264,2023-12-17 16:46:35,
1031,2498,2024-05-23 00:59:01,
1777,2271,2024-02-02 19:45:46,
1394,2797,2023-12-23 20:48:33,
1804,2084,2024-02-07 17:52:51,2024-02-08 03:05:51
1342,2839,2024-04-23 18:08:50,
1744,2093,2023-10-25 09:57:45,2023-10-25 16:53:45
1432,2678,2023-09-03 13:45:07,2023-09-03 20:02:07
1225,2505,2024-06-30 00:19:35,
1511,2603,2024-05-13 16:59:31,2024-05-14 09:31:31
1220,2840,2024-02-14 15:45:06,
1389,2554,2024-02-19 17:53:42,2024-02-20 05:13:42
1873,2283,2024-07-16 06:08:47,
1834,2537,2023-10-25 00:37:32,
1923,2129,2023-11-07 06:53:28,2023-11-07 22:45:28
1665,2694,2024-08-20 19:19:16,
1006,2637,2024-06-18 07:49:43,
1565,2578,2023-10-09 00:13:36,2023-10-09 18:43:36
1599,2002,2023-12-04 03:35:57,2023-12-04 17:04:57
1404,2103,2024-07-18 22:24:11,
1212,2577,2024-02-23 21:13:23,2024-02-24 10:00:23
1897,2117,2023-09-07 14:38:28,2023-09-07 16:27:28
1495,2771,2024-02-15 07:28:38,
1331,2216,2024-02-21 12:53:20,2024-02-22 03:02:20
1449,2536,2024-06-14 06:36:50,2024-06-14 15:40:50
1484,2976,2024-02-15 05:45:44,2024-02-15 09:52:44
1950,2207,2024-03-14 10:50:46,2024-03-14 23:35:46
1994,2779,2024-01-30 20:32:55,
1730,2115,2023-11-30 10:44:20,
1837,2483,2024-02-21 01:01:17,2024-02-21 19:24:17
1978,2482,2024-03-23 11:24:15,2024-03-24 04:10:15
1178,2215,2024-01-31 06:40:26,
1039,2259,2024-02-27 07:20:51,2024-02-27 08:13:51
1538,2161,2024-06-16 21:25:34,2024-06-17 14:35:34
1895,2455,2024-02-14 18:43:36,2024-02-14 23:23:36
1498,2629,2023-11-04 13:00:19,
1028,2333,2024-07-29 04:25:57,
1056,2547,2023-10-23 22:48:53,
1310,2036,2024-02-28 12:13:51,2024-02-28 22:12:51
1577,2325,2024-04-08 19:50:32,2024-04-09 06:13:32
1109,2372,2023-09-21 01:29:42,
1356,2676,2024-08-16 22:03:16,2024-08-17 09:39:16
1181,2466,2024-02-11 00:11:55,
1681,2914,2023-10-10 18:14:57,
1021,2612,2024-02-01 16:08:46,
1615,2559,2024-06-10 19:00:37,2024-06-11 08:46:37
1602,2597,2023-08-25 13:51:03,
1188,2671,2024-08-14 02:44:30,2024-08-14 10:47:30
1974,2561,2024-03-24 19:13:43,2024-03-24 22:13:43
1238,2910,2024-02-16 07:21:39,
1099,2954,2024-04-06 05:37:54,
1495,2947,2024-02-29 20:38:33,
1755,2297,2023-09-14 20:40:10,
1229,2594,2024-05-29 16:20:09,
1140,2541,2024-07-27 01:55:28,
1759,2012,2024-06-25 13:28:24,
1337,2506,2024-04-05 08:34:40,
1074,2171,2024-07-01 22:08:27,2024-07-02 11:45:27
1362,2649,2024-03-23 22:50:32,
1996,2100,2024-01-30 00:06:02,
1574,2697,2023-08-26 03:41:33,2023-08-26 22:43:33
1462,2921,2024-06-29 12:32:26,2024-06-29 23:08:26
1682,2157,2023-09-13 04:08:58,
1260,2082,2024-07-15 10:19:19,
1945,2172,2024-07-02 02:39:07,
1075,2270,2023-09-28 06:24:50,
1626,2062,2023-10-09 21:12:35,2023-10-09 22:58:35
1429,2874,2023-11-27 03:46:28,
1255,2532,2024-03-15 09:17:18,
1985,2313,2023-08-29 22:57:08,2023-08-30 10:49:08
1887,2462,2024-07-30 12:50:53,
1052,2805,2023-12-03 15:06:32,2023-12-04 09:52:32
1236,2901,2024-08-02 19:59:52,2024-08-03 11:30:52
1557,2649,2024-08-12 06:12:36,2024-08-13 04:09:36
1638,2579,2023-10-27 02:25:55,2023-10-27 05:53:55
1029,2643,2023-11-02 19:11:50,2023-11-02 23:28:50
1798,2905,2024-01-27 08:51:15,
1062,2515,2024-03-07 17:27:03,
1537,2691,2023-12-02 05:40:30,2023-12-03 03:48:30
1675,2311,2024-03-28 17:16:43,2024-03-29 06:49:43
1172,2576,2024-02-24 07:22:43,
1047,2130,2024-02-24 05:18:32,2024-02-24 06:20:32
1106,2812,2023-11-25 23:54:49,
1824,2683,2023-11-24 08:27:12,
1162,2997,2023-10-19 00:50:12,
1767,2454,2023-09-08 16:24:27,
1835,2397,2023-11-18 01:34:02,2023-11-18 06:51:02
1126,2408,2023-09-11 21:06:07,
1811,2188,2024-06-20 09:19:39,
1810,2716,2024-01-28 21:05:12,
1450,2523,2024-06-23 03:42:47,
1986,2658,2023-10-09 12:22:47,2023-10-09 22:42:47
1948,2558,2024-06-09 18:57:11,
1693,2699,2024-01-05 11:24:46,
1491,2255,2023-09-23 13:53:02,2023-09-23 22:59:02
1264,2610,2024-08-05 15:28:11,2024-08-06 14:05:11
1115,2276,2024-06-08 11:44:16,
1275,2773,2023-10-20 09:51:32,
1896,2328,2023-12-16 02:26:23,
1923,2552,2024-07-01 07:07:01,
1027,2702,2023-08-31 23:06:03,
1946,2682,2024-01-09 22:56:12,
1700,2169,2024-07-02 19:46:05,2024-07-02 23:39:05
1979,2609,2023-11-15 19:49:01,2023-11-16 09:04:01
1647,2538,2024-08-03 09:51:46,2024-08-04 04:11:46
1645,2106,2024-05-22 08:14:03,
1965,2689,2024-03-31 19:17:45,
1534,2975,2024-03-01 22:53:24,
1673,2619,2023-08-29 11:21:46,
1747,2018,2024-06-16 13:58:14,2024-06-17 03:20:14
1794,2144,2023-09-24 16:00:27,
1929,2666,2023-08-25 22:21:23,
1753,2422,2023-12-10 18:05:51,2023-12-11 04:55:51
1558,2050,2024-03-30 01:46:53,
1216,2658,2024-04-27 04:42:25,
