user_id,product_id,rating,timestamp
1220,2473,2,2023-09-02 02:44:09
1749,2943,2,2024-01-17 08:14:00
1298,2930,5,2023-12-23 12:20:35
1405,2492,5,2023-12-05 14:43:48
1428,2215,1,2024-04-09 07:20:29
1380,2770,3,2023-10-14 19:40:46
1752,2827,2,2023-11-06 03:09:40
1528,2916,2,2024-01-29 13:12:08
1528,2710,5,2023-09-13 18:10:44
1620,2535,2,2024-03-12 11:25:08
1549,2328,5,2024-06-01 00:36:52
1116,2150,1,2023-10-20 17:41:48
1806,2913,5,2023-08-31 15:00:40
1919,2689,5,2024-08-15 04:33:26
1177,2061,5,2023-10-21 21:25:23
1416,2383,5,2024-06-25 06:57:15
1774,2957,3,2023-09-29 06:17:31
1393,2047,5,2024-03-02 09:55:34
1498,2606,4,2024-05-14 03:05:42
1426,2426,3,2023-09-18 11:32:54
1129,2835,1,2024-08-01 02:11:02
1741,2839,3,2023-11-24 18:46:35
1740,2689,3,2024-04-10 23:48:43
1823,2900,2,2023-09-22 20:15:57
1718,2101,5,2024-06-16 13:40:02
1191,2578,3,2024-04-02 02:04:59
1790,2714,4,2023-11-10 15:20:27
1862,2737,3,2023-09-23 12:50:37
1046,2089,2,2023-11-11 04:07:12
1375,2701,1,2024-08-07 00:55:16
1352,2921,5,2024-05-14 21:32:26
1105,2337,5,2023-09-03 08:37:03
1077,2511,2,2024-08-20 14:49:03
1032,2608,2,2024-02-23 09:27:56
1104,2312,1,2024-02-19 19:14:45
1067,2978,2,2024-08-06 00:15:07
1374,2759,3,2023-10-21 01:38:51
1643,2112,5,2023-10-04 23:15:14
1408,2054,2,2023-11-26 12:16:11
1239,2752,4,2023-12-25 08:17:48
1476,2304,1,2024-01-21 00:30:21
1290,2208,4,2024-01-07 11:37:56
1903,2786,2,2024-01-03 18:05:36
1220,2231,2,2023-12-10 10:03:09
1819,2873,5,2024-03-25 14:55:00
1255,2452,5,2024-05-15 10:27:57
1089,2871,3,2024-05-18 08:11:39
1851,2699,3,2023-10-22 12:04:46
1660,2951,4,2024-05-30 14:02:44
1850,2910,2,2023-09-17 19:52:09
1038,2857,2,2024-03-08 11:58:05
1513,2360,1,2024-04-15 07:23:52
1001,2755,5,2024-07-22 02:53:57
1381,2828,1,2024-02-13 16:11:25
1859,2394,2,2023-12-24 07:38:56
1396,2860,1,2024-03-29 02:57:51
1032,2545,2,2023-10-17 23:46:51
1026,2554,2,2024-03-15 01:39:44
1061,2553,1,2023-09-30 18:15:17
1130,2867,2,2023-12-10 13:58:26
1198,2799,4,2024-01-10 23:55:07
1694,2371,4,2024-07-30 01:34:17
1719,2147,4,2024-07-21 18:17:36
1498,2048,2,2024-03-15 23:44:07
1651,2172,5,2024-04-14 23:24:47
1699,2896,3,2024-02-10 03:27:31
1376,2806,1,2024-03-05 11:38:08
1875,2533,2,2024-01-15 15:45:38
1420,2905,4,2024-08-05 16:34:13
1522,2187,5,2023-11-26 06:04:17
1033,2069,5,2024-04-11 10:31:29
1485,2285,2,2024-04-23 16:29:16
1733,2390,5,2024-08-04 21:59:52
1978,2160,4,2023-12-01 23:12:11
1554,2047,3,2024-07-31 21:21:30
1666,2732,3,2024-07-04 11:06:20
1339,2953,5,2023-12-06 02:39:02
1795,2699,4,2024-03-15 23:43:30
1899,2144,4,2023-10-13 04:58:21
1093,2975,1,2023-09-23 00:43:05
1961,2029,5,2023-12-21 07:11:32
1511,2030,2,2023-12-22 17:32:24
1475,2563,3,2023-09-03 02:25:59
1804,2234,3,2024-08-11 23:49:05
1292,2752,4,2023-08-26 04:46:27
1089,2212,5,2024-01-08 01:32:20
1318,2877,5,2023-09-19 19:06:46
1465,2087,1,2023-09-12 07:41:53
1240,2832,4,2024-05-16 02:16:04
1057,2113,3,2023-10-01 23:19:48
1768,2692,4,2024-06-19 02:28:49
1744,2276,1,2024-01-19 18:37:25
1054,2257,5,2023-09-16 17:32:52
1090,2738,2,2024-03-21 20:06:32
1663,2435,1,2023-12-17 19:29:39
1408,2269,5,2024-07-29 19:26:37
1954,2366,3,2024-01-08 16:18:04
1351,2299,2,2024-06-08 08:33:19
1159,2487,2,2023-12-12 15:17:51
1984,2737,3,2024-03-21 16:35:26
1621,2930,1,2023-12-15 12:58:18
1405,2096,3,2024-03-25 10:46:17
1570,2975,2,2023-12-10 00:16:36
1576,2670,1,2024-03-19 03:41:31
1633,2288,3,2023-11-14 13:40:10
1726,2162,1,2024-03-08 16:27:52
1914,2659,2,2023-09-06 10:15:33
1549,2082,4,2024-04-05 06:05:09
1004,2495,3,2024-08-09 13:15:01
1923,2051,5,2024-07-20 04:59:45
1134,2973,2,2023-11-15 19:21:06
1568,2217,4,2024-03-05 14:40:22
1864,2556,2,2024-03-02 10:09:16
1554,2651,1,2024-06-20 02:54:20
1779,2194,5,2024-06-24 04:01:12
1667,2246,2,2024-05-18 13:33:43
1730,2968,5,2024-06-22 01:52:15
1789,2277,1,2023-11-07 16:12:33
1358,2698,5,2024-07-28 23:13:17
1841,2220,4,2024-02-26 13:17:42
1954,2017,1,2024-07-20 01:25:55
1012,2598,3,2024-01-21 03:42:57
1692,2634,4,2024-03-10 21:35:54
1502,2070,4,2024-07-20 15:51:43
1201,2052,5,2024-03-08 06:17:01
1629,2259,2,2023-09-16 11:06:53
1264,2906,1,2024-06-03 01:18:01
1576,2554,3,2024-02-28 13:08:44
1125,2905,5,2024-03-26 14:23:19
1859,2745,4,2024-05-17 13:19:24
1002,2115,1,2024-07-19 03:15:56
1981,2001,4,2024-04-15 08:38:42
1331,2577,3,2024-01-16 01:22:26
1971,2637,2,2024-04-01 10:03:43
1143,2328,4,2023-10-07 20:14:44
1377,2815,2,2023-11-28 14:50:35
1808,2042,3,2024-04-19 14:49:21
1035,2494,1,2023-12-10 05:24:22
1553,2853,4,2024-02-08 11:15:21
1057,2806,3,2024-05-29 12:02:20
1608,2392,4,2024-02-24 20:06:12
1970,2831,4,2024-04-03 22:11:49
1176,2052,1,2024-05-03 15:40:05
1855,2005,5,2024-03-16 12:01:00
1632,2838,1,2024-04-09 08:31:04
1209,2217,5,2024-02-02 22:34:46
1401,2462,2,2024-05-27 04:25:21
1730,2211,2,2023-08-24 13:53:49
1252,2003,2,2024-05-10 19:38:44
1604,2002,4,2023-12-02 23:01:51
1497,2550,4,2023-12-27 09:12:28
1070,2201,4,2023-11-04 04:11:26
1252,2287,2,2024-07-28 00:51:28
1292,2154,4,2024-05-08 14:47:57
1133,2883,2,2023-08-27 13:29:50
1274,2783,1,2024-08-04 20:47:17
1509,2353,5,2024-04-19 14:47:23
1293,2360,4,2024-01-29 07:31:10
1015,2273,3,2023-10-10 02:25:01
1765,2045,2,2024-04-14 03:56:56
1412,2187,5,2023-12-28 15:17:51
1170,2721,5,2024-02-04 10:45:45
1594,2401,4,2023-09-18 17:40:50
1246,2903,1,2023-11-26 09:23:38
1869,2552,3,2024-06-07 20:19:33
1841,2723,3,2024-06-25 11:06:31
1457,2535,4,2024-06-15 01:01:54
1927,2017,2,2024-06-17 06:20:45
1598,2547,5,2024-07-08 02:26:55
1179,2616,5,2023-10-12 21:31:55
1474,2634,2,2024-07-23 05:25:51
1312,2736,1,2024-04-18 07:58:39
1371,2525,2,2023-12-07 11:16:02
1378,2888,5,2024-04-12 21:23:30
1203,2267,5,2024-05-17 03:57:25
1734,2104,4,2023-10-24 13:44:14
1995,2469,5,2024-06-19 08:31:49
1870,2770,5,2024-05-01 15:41:27
1886,2561,2,2024-08-11 20:20:23
1482,2331,4,2023-09-25 15:16:07
1587,2201,2,2023-09-09 19:34:10
1826,2111,5,2024-07-03 04:02:47
1864,2828,4,2024-06-05 04:45:52
1749,2544,1,2024-03-14 20:28:15
1644,2618,1,2023-12-07 06:28:12
1555,2880,3,2023-12-30 07:07:54
1265,2226,3,2024-06-01 23:13:25
1222,2370,5,2023-12-03 01:28:58
1788,2167,1,2024-03-06 07:40:46
1300,2381,3,2024-02-26 00:15:27
1407,2502,2,2023-09-07 01:24:58
1816,2743,2,2023-10-07 08:22:46
1101,2569,4,2024-06-20 18:34:26
1576,2062,3,2023-09-15 05:14:53
1369,2368,5,2023-08-26 13:15:59
1984,2853,2,2024-05-09 03:08:27
1435,2121,2,2024-08-08 13:28:39
1883,2764,4,2024-07-02 11:23:03
1410,2289,3,2024-08-16 05:50:42
1100,2324,1,2023-09-11 13:52:36
1648,2706,5,2024-03-26 11:27:53
1791,2838,3,2024-06-15 18:43:24
1996,2110,5,2023-10-17 17:34:16
1406,2777,2,2023-10-03 23:04:49
1699,2410,1,2024-07-01 12:08:40
1484,2108,5,2024-05-04 11:56:31
1425,2447,4,2024-05-06 20:41:38
1944,2066,5,2023-09-02 18:43:44
1640,2504,3,2024-08-08 18:32:53
1321,2719,4,2023-10-10 16:02:48
1447,2574,2,2024-02-07 02:07:06
1849,2839,2,2024-01-18 02:00:57
1941,2564,4,2024-06-14 16:16:01
1893,2458,1,2024-05-29 00:53:49
1642,2689,5,2024-08-15 12:54:33
1163,2977,4,2023-08-24 03:53:07
1664,2350,4,2024-03-13 00:15:24
1670,2468,2,2024-07-16 12:58:23
1327,2106,2,2024-07-25 15:11:28
1255,2358,4,2023-10-19 12:55:28
1113,2030,4,2024-02-08 15:03:06
1689,2991,2,2024-06-02 22:22:29
1046,2171,2,2024-05-13 15:29:30
1757,2353,3,2024-07-11 17:46:07
1226,2080,3,2024-01-29 15:18:53
1564,2161,5,2024-01-29 06:24:06
1596,2840,3,2024-05-08 08:07:54
1538,2225,5,2023-11-14 18:34:55
1666,2805,1,2024-07-06 08:03:18
1779,2949,1,2024-05-25 20:26:53
1645,2066,5,2023-12-21 18:23:06
1959,2210,2,2024-06-06 15:12:06
1665,2684,5,2023-09-05 23:54:19
1571,2696,2,2024-04-21 18:40:51
1180,2834,4,2024-03-28 16:44:53
1524,2459,4,2024-01-13 22:24:27
1939,2329,2,2023-12-27 21:04:19
1475,2518,2,2023-09-17 04:37:54
1543,2982,5,2024-03-21 14:10:53
1774,2289,5,2024-01-13 03:05:11
1533,2892,4,2023-10-19 02:47:32
1862,2661,4,2023-09-20 21:57:57
1567,2698,4,2023-10-22 22:58:57
1534,2509,4,2024-04-25 10:31:53
1060,2104,3,2024-07-18 16:39:36
1303,2671,3,2023-08-30 06:27:28
1744,2077,2,2024-03-30 11:02:11
1534,2184,1,2024-06-14 07:10:54
1550,2281,5,2024-01-15 03:55:14
1698,2474,2,2024-08-21 01:49:31
1267,2781,1,2023-09-15 19:23:40
1946,2357,1,2024-03-30 19:56:44
1807,2027,4,2024-05-26 12:36:49
1160,2937,1,2024-08-17 21:53:47
1948,2210,4,2023-11-23 17:34:20
1841,2302,3,2024-01-03 04:02:24
1865,2731,5,2023-12-13 22:40:18
1683,2257,4,2023-09-10 17:36:38
1057,2009,5,2024-02-18 08:02:04
1847,2114,1,2024-08-19 06:27:39
1685,2732,5,2023-09-14 15:04:33
1024,2493,3,2024-06-21 19:20:26
1970,2682,4,2024-04-16 03:06:38
1086,2767,5,2023-11-29 19:06:03
1372,2679,4,2024-06-12 05:33:01
1970,2202,2,2024-05-20 15:01:03
1089,2437,4,2024-06-24 10:32:03
1973,2399,4,2023-11-29 12:37:30
1188,2774,4,2024-02-07 17:38:45
1652,2531,3,2023-12-06 15:55:30
1230,2481,2,2023-12-07 14:18:04
1055,2271,4,2024-04-29 20:24:36
1069,2911,3,2024-08-09 14:14:57
1970,2529,2,2023-12-21 17:17:11
1628,2152,2,2024-03-03 17:42:07
1116,2542,3,2024-01-29 17:41:15
1563,2572,5,2023-12-05 11:00:28
1771,2360,5,2023-10-26 01:01:14
1028,2766,4,2024-03-18 20:15:09
1462,2231,3,2024-05-17 07:25:59
1968,2869,4,2023-12-25 23:43:37
1271,2851,4,2024-05-28 05:20:17
1519,2744,2,2023-09-22 14:55:24
1088,2390,2,2024-02-04 20:52:43
1755,2580,3,2024-01-22 22:13:34
1433,2374,3,2024-01-26 09:24:24
1187,2751,2,2024-05-09 22:45:12
1390,2218,4,2024-06-04 10:13:36
1819,2550,3,2024-05-10 17:19:31
1948,2349,4,2024-08-21 23:12:34
1522,2026,3,2023-12-20 15:07:35
1370,2014,4,2024-06-01 04:05:14
1187,2524,4,2024-06-04 00:21:47
1891,2279,5,2023-11-30 09:44:03
1328,2679,2,2024-06-14 08:41:02
1905,2984,1,2024-06-12 11:57:25
1529,2426,5,2024-07-11 23:45:01
1956,2323,5,2023-11-26 15:13:06
1313,2584,2,2023-10-28 03:37:38
1295,2656,2,2023-11-10 05:08:43
1223,2075,4,2024-04-13 13:23:47
1629,2686,5,2023-11-25 23:34:08
1173,2004,4,2024-08-03 14:04:00
1479,2660,3,2024-01-13 07:03:37
1626,2833,4,2024-04-27 19:56:37
1914,2167,4,2024-06-20 16:34:30
1993,2118,4,2024-05-13 00:29:08
1786,2175,3,2024-08-02 16:57:47
1935,2038,1,2024-04-28 11:35:55
1250,2013,5,2023-08-25 06:37:06
1621,2555,4,2024-05-18 14:44:39
1071,2956,4,2023-09-25 07:50:53
1571,2973,4,2024-04-12 14:24:34
1272,2902,3,2024-08-11 14:52:30
1112,2379,2,2024-06-29 12:28:28
1415,2740,5,2024-03-08 16:41:03
1169,2888,3,2024-03-25 00:21:04
1246,2266,1,2024-07-18 06:07:08
1243,2670,4,2023-12-08 17:24:49
1951,2327,2,2024-08-16 02:01:30
1595,2847,4,2023-10-15 09:33:03
1342,2765,2,2024-03-15 22:40:41
1249,2760,4,2023-10-14 20:04:27
1798,2532,5,2024-08-15 07:59:27
1042,2345,5,2024-02-26 14:35:23
1306,2809,1,2024-05-27 04:24:25
1731,2441,2,2024-01-13 17:53:30
1933,2903,5,2023-11-03 07:32:03
1719,2051,2,2024-06-02 08:57:35
1392,2696,1,2024-02-14 16:02:15
1523,2766,4,2023-11-04 02:40:30
1662,2354,3,2024-05-03 15:13:16
1973,2395,4,2023-11-30 04:32:58
1096,2106,3,2024-07-05 08:27:20
1655,2678,1,2023-11-22 09:55:47
1558,2242,3,2024-07-11 01:41:43
1488,2790,3,2024-08-22 02:51:56
1654,2898,5,2024-04-28 13:48:14
1416,2294,1,2024-07-24 02:10:54
1302,2170,1,2024-01-22 03:43:41
1231,2409,2,2023-11-08 17:36:29
1651,2622,5,2024-06-19 02:37:52
1297,2455,1,2023-11-21 18:20:31
1942,2635,2,2024-04-25 05:17:09
1981,2454,1,2024-02-08 04:59:47
1449,2226,3,2023-11-18 10:49:08
1206,2676,3,2024-07-12 04:31:22
1457,2695,1,2024-06-10 17:50:37
1949,2107,4,2023-08-24 11:19:55
1701,2036,5,2024-08-03 03:51:59
1155,2169,4,2023-09-20 15:06:43
1272,2547,4,2023-12-28 19:17:42
1184,2611,5,2024-02-13 22:06:31
1915,2509,1,2024-06-05 09:16:09
1981,2122,1,2024-06-19 00:36:41
1535,2375,3,2023-12-25 18:59:37
1995,2592,2,2024-03-23 13:02:47
1827,2153,1,2024-06-01 12:47:38
1551,2845,4,2024-04-12 03:27:18
1459,2202,1,2023-09-21 19:30:20
1465,2953,4,2023-09-26 06:57:44
1804,2355,2,2024-08-22 03:37:30
1124,2080,5,2023-12-07 10:07:41
1988,2233,2,2023-12-31 03:32:14
1907,2692,1,2023-12-12 21:44:08
1031,2597,5,2024-02-23 16:48:25
1503,2371,3,2024-01-29 05:46:19
1332,2243,1,2024-08-04 04:25:12
1473,2376,1,2024-08-17 03:21:15
1550,2868,4,2024-03-30 04:21:59
1467,2428,1,2024-08-11 07:44:12
1322,2977,2,2024-05-11 09:38:38
1227,2829,4,2024-05-26 13:27:45
1804,2054,1,2023-09-20 07:26:41
1961,2978,4,2024-02-15 07:04:13
1439,2310,3,2024-07-31 18:58:15
1089,2320,4,2023-12-14 00:54:41
1501,2662,2,2024-05-17 15:06:50
1921,2337,3,2024-07-23 03:11:52
1185,2438,4,2024-07-07 02:02:41
1180,2076,5,2023-09-15 19:01:53
1893,2272,1,2024-06-17 14:25:37
1055,2701,5,2024-08-02 21:53:29
1296,2219,5,2023-12-31 16:26:19
1578,2648,2,2024-04-25 07:47:39
1711,2266,1,2024-02-25 07:03:15
1900,2043,1,2023-09-22 06:54:45
1228,2227,3,2023-09-19 23:19:45
1963,2762,2,2024-06-28 18:50:45
1762,2307,3,2023-11-16 19:11:15
1920,2992,2,2024-01-07 21:31:58
1827,2642,2,2024-01-14 22:27:53
1394,2151,4,2024-03-08 08:50:35
1384,2747,1,2024-02-12 15:49:58
1594,2014,1,2024-02-06 17:58:35
1207,2204,3,2023-10-16 03:10:54
1784,2544,2,2023-10-16 08:54:35
1610,2144,2,2023-11-19 14:01:45
1104,2382,1,2024-08-15 21:03:35
1324,2171,4,2023-09-24 03:39:22
1583,2274,4,2023-09-30 23:02:13
1881,2125,5,2023-12-10 08:30:02
1843,2107,4,2023-11-19 14:38:47
1907,2463,1,2023-10-01 23:02:11
1738,2754,4,2024-05-13 20:46:01
1362,2796,3,2024-03-20 01:06:12
1520,2859,1,2024-06-03 16:46:34
1152,2322,1,2023-10-19 09:12:29
1893,2270,1,2024-04-27 08:30:40
1996,2100,1,2024-03-24 07:46:57
1131,2389,1,2023-11-11 14:59:40
1438,2019,1,2023-12-29 15:50:01
1618,2566,4,2024-06-25 13:38:30
1394,2226,5,2023-11-01 09:54:14
1015,2560,3,2024-02-02 00:55:22
1546,2932,3,2024-03-09 23:48:40
1457,2722,3,2024-03-30 20:36:21
1999,2196,3,2024-06-23 12:03:24
1417,2352,3,2024-05-05 07:50:36
1662,2036,2,2024-02-01 12:19:29
1663,2063,2,2024-01-30 19:28:53
1509,2188,5,2024-08-18 20:28:44
1005,2438,1,2024-05-11 16:51:18
1508,2098,4,2023-09-29 17:54:54
1662,2393,4,2024-08-11 22:37:28
1596,2285,4,2024-02-12 21:29:21
1733,2109,3,2023-11-10 17:51:20
1758,2055,1,2024-01-05 17:32:43
1133,2052,5,2024-01-04 09:32:07
1765,2781,2,2023-10-03 05:03:52
1399,2591,2,2023-12-04 04:30:42
1818,2770,3,2023-09-05 01:58:55
1909,2964,1,2024-07-21 11:37:21
1203,2946,2,2024-03-20 03:32:08
1780,2013,1,2024-03-20 08:35:58
1315,2685,3,2023-12-31 13:14:01
1243,2507,3,2023-10-03 06:10:18
1330,2791,5,2024-03-18 04:02:23
1791,2744,5,2024-03-25 17:39:00
1162,2656,5,2023-10-10 16:14:35
1435,2233,5,2024-08-18 14:20:23
1273,2598,1,2024-04-27 09:38:51
1560,2466,4,2024-07-05 07:31:15
1077,2690,2,2024-06-05 14:06:58
1769,2117,2,2024-04-24 13:05:15
1019,2994,3,2023-11-20 17:48:15
1196,2619,3,2024-04-18 09:28:50
1425,2394,4,2024-05-04 20:06:03
1034,2295,3,2024-05-24 17:07:21
1638,2339,2,2023-10-03 00:20:30
1440,2180,4,2024-01-20 16:14:51
1633,2619,3,2023-12-22 19:40:36
1023,2657,2,2024-06-18 01:12:59
1619,2146,4,2024-03-29 07:39:19
1302,2070,5,2024-04-15 08:03:06
1649,2886,3,2024-01-04 03:01:09
1081,2828,4,2023-12-27 14:20:29
1063,2612,4,2024-03-20 10:56:39
1048,2445,2,2023-12-08 08:41:09
1826,2704,5,2024-03-16 03:35:03
1487,2266,4,2024-07-14 20:51:21
1914,2937,2,2024-05-17 22:14:26
1209,2587,1,2023-10-03 22:11:52
1849,2868,4,2024-07-22 20:11:23
1558,2316,1,2024-06-19 19:36:28
1941,2444,4,2024-07-02 11:44:02
1752,2865,3,2024-06-01 16:12:34
1947,2648,2,2024-04-10 01:15:29
1198,2699,4,2023-09-21 17:08:55
1445,2570,5,2024-08-08 10:04:45
1741,2908,1,2024-02-09 08:25:30
1617,2305,3,2023-10-19 14:34:39
1529,2054,4,2023-11-30 14:22:27
1928,2419,1,2023-12-13 11:33:54
1438,2656,5,2024-07-25 19:09:28
1524,2252,2,2023-10-09 05:52:09
1904,2405,4,2023-10-10 16:52:51
1848,2266,4,2023-12-26 21:02:27
1655,2644,2,2023-09-08 00:48:53
1511,2207,4,2024-05-24 18:31:25
1992,2574,3,2024-07-10 16:26:29
1511,2998,4,2024-04-08 14:01:00
1553,2201,3,2023-12-06 11:29:47
1823,2284,5,2023-10-17 23:25:18
1047,2137,2,2023-11-17 23:28:04
1195,2629,4,2024-01-01 08:05:47
1432,2069,2,2024-05-16 16:19:21
1540,2335,5,2024-04-20 02:17:36
1016,2990,1,2024-03-25 11:33:58
1158,2337,3,2024-08-05 13:32:12
1961,2241,2,2023-09-07 03:53:36
1984,2816,1,2024-01-28 22:20:35
1345,2642,1,2024-01-19 02:41:38
1014,2359,1,2023-11-02 03:53:33
1243,2993,1,2024-04-26 09:52:56
1891,2415,2,2024-05-03 09:53:29
1838,2615,1,2023-09-07 08:32:55
1358,2933,2,2024-07-25 08:58:44
1018,2728,1,2024-05-25 11:17:01
1568,2347,2,2023-12-05 10:40:10
1155,2567,5,2024-05-15 15:08:34
1531,2487,4,2024-03-21 22:10:40
1047,2207,3,2023-12-14 02:26:14
1450,2483,3,2024-08-15 20:07:00
1852,2924,1,2023-12-22 10:30:19
1570,2143,1,2024-06-30 20:36:39
1047,2191,4,2024-06-14 16:51:48
1615,2231,3,2024-02-12 16:34:57
1340,2925,3,2024-01-29 01:27:50
1049,2899,5,2024-06-27 01:27:59
1316,2322,2,2024-07-23 16:18:57
1282,2839,4,2023-12-31 17:42:53
1074,2453,4,2024-01-25 06:12:20
1096,2938,1,2024-04-26 08:06:52
1212,2660,3,2023-11-24 23:05:12
1392,2354,1,2023-12-27 00:31:06
1599,2550,5,2023-10-25 16:30:16
1540,2589,5,2024-01-03 22:56:45
1509,2712,3,2024-03-18 17:20:37
1431,2685,2,2023-10-14 08:21:36
1562,2857,1,2024-05-27 06:47:14
1406,2301,5,2023-12-31 18:07:11
1739,2127,5,2023-10-03 05:39:32
1021,2711,5,2023-11-14 12:18:48
1844,2420,3,2024-08-14 22:14:26
1480,2443,2,2024-06-11 07:40:54
1075,2878,2,2024-04-21 23:38:22
1640,2359,5,2024-03-28 00:47:16
1400,2139,3,2024-01-12 23:56:01
1112,2715,2,2024-07-21 10:57:55
1599,2631,2,2023-12-26 12:47:08
1240,2337,2,2024-07-18 20:59:40
1594,2236,3,2024-05-18 09:24:47
1794,2003,3,2023-11-10 13:26:43
1116,2472,3,2024-07-08 23:59:52
1934,2898,3,2023-09-11 15:03:40
1401,2201,4,2024-03-27 02:19:21
1342,2991,2,2024-08-02 18:21:03
1216,2636,1,2024-03-24 07:52:36
1366,2890,3,2024-01-19 22:39:50
1642,2469,2,2024-07-29 09:41:43
1027,2677,4,2024-05-09 22:01:41
1014,2098,4,2023-10-20 03:43:00
1490,2985,1,2024-07-02 13:01:42
1883,2759,1,2024-01-03 15:56:29
1573,2597,2,2024-05-13 09:14:48
1583,2740,5,2024-02-27 17:45:29
1306,3000,4,2023-11-13 15:45:36
1463,2783,1,2023-12-26 00:45:14
1802,2236,3,2023-10-31 06:33:22
1039,2998,3,2024-02-01 05:16:21
